IDProducto;Producto;Marca;IDEmpresa;Seccion;Categoria;Variedad;FigurasCalidad;HEART OF SPAIN
16699;COL;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;COLES;COL;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
16703;ZANAHORIA;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;ZANAHORIAS Y OTRAS RAICES;ZANAHORIA;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
7836;NABO;TABUENCA;3112;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;ZANAHORIAS Y OTRAS RAICES;NABO;"PROTOCOLO PRIVADO (GLOBAL GAP); PROTOCOLO PRIVADO (IFS)";
15995;ZANAHORIA;TABUENCA;3112;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;ZANAHORIAS Y OTRAS RAICES;ZANAHORIA;"PROTOCOLO PRIVADO (GLOBAL GAP); PROTOCOLO PRIVADO (IFS)";
33304;QUESO DE OVEJA CURADO;QUESOS GAMAZO FABRICADO POR JOSE GAMAZO BENITO;1476;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20654;VINO TINTO RESERVA;CAMPARRON;507;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
4050;POLEN;REINA KILAMA;2841;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;POLEN;PLIEGO DE CONDICIONES DE PRODUCTO;
35425;VINO TINTO 12 MESES EN BARRICA;PILGRIM;2960;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
35427;VINO BLANCO GODELLO;PILGRIM;2960;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
35431;VINO TINTO JOVEN MENCIA;PILGRIM;2960;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
41824;VINO BLANCO GODELLO;VIERNES;2960;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
21880;PALETA DE CEBO IBERICA;ANDRES GOMEZ;30880;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
45710;HARINA DE ESPELTA;AUCHAN;1040;ALIMENTACION GENERAL;HARINAS;OTRA VARIEDAD;PLIEGO DE CONDICIONES DE PRODUCTO;
45711;HARINA DE TRIGO MOLINO DE PIEDRA;AUCHAN;1040;ALIMENTACION GENERAL;HARINAS;HARINA DE TRIGO;PLIEGO DE CONDICIONES DE PRODUCTO;
46644;HARINA DE TRIGO INTEGRAL BIO;AUCHAN;1040;ALIMENTACION GENERAL;HARINAS;HARINA DE TRIGO;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
46870;VINO TINTO 12 MESES EN BARRICA;LA PADORNIÑA;32721;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
4210;CHORIZO;CINCO DE COPAS;2329;CHARCUTERIA;EMBUTIDOS;CHORIZO;M.G. CHORIZO ZAMORANO;
36187;JAMON DE CEBO DE CAMPO IBERICO;MELQUIADES;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
36188;JAMON DE CEBO DE CAMPO 100% IBERICO;MELQUIADES;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
36197;PALETA DE CEBO 100% IBERICA;MELQUIADES;2329;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
37743;CHORIZO;MELQUIADES;2329;CHARCUTERIA;EMBUTIDOS;CHORIZO;M.G. CHORIZO ZAMORANO;
38486;JAMON DE CEBO IBERICO;DON DIEGO;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
38771;CHORIZO;MELQUIADES;2329;CHARCUTERIA;EMBUTIDOS;CHORIZO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; M.G. CHORIZO ZAMORANO";
47003;PALETA CEBO DE CAMPO IBERICA;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
47005;PALETA BELLOTA 100% IBERICA;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
47006;JAMON BELLOTA 100% RAZA IBERICA;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
47008;CAÑA DE LOMO DE CEBO IBERICO;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
47012;CAÑA DE LOMO DE CEBO DE CAMPO IBERICO;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
47013;PALETA DE CEBO IBERICA;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
11740;VINO TINTO CRIANZA;NAVALTALLAR;32504;BEBIDAS;VINOS;VINO TINTO;D.O. VALTIENDAS;
11741;VINO TINTO JOVEN;NAVALTALLAR;32504;BEBIDAS;VINOS;VINO TINTO;D.O. VALTIENDAS;
20097;VINO TINTO;MOISES;33942;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
20098;VINO TINTO;TORALTO;33942;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
42843;VINO TINTO;FORUM;33942;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. URUEÑA;
42844;VINO TINTO;SANTO SYRAH;33942;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. URUEÑA;
35374;VINO TINTO JOVEN;VIZAR;2649;BEBIDAS;VINOS;VINO TINTO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON";
35375;VINO BLANCO FERMENTADO EN BARRICA;VIZAR;2649;BEBIDAS;VINOS;VINO BLANCO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON";
43014;VINO TINTO SYRAH;VIZAR;2649;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. DEHESA PEÑALBA;
43024;VINO TINTO;VIZAR SELECCION ESPECIAL;2649;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. DEHESA PEÑALBA;
38565;VINO TINTO;TOMAS GONZALEZ;39576;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
35863;CHURROS ARTESANOS;CHURRERIA MARGA;39195;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ESPECIALIDAD PASTELERIA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
35983;CHURROS CON COBERTURA DE CHOCOLATE;CHURRERIA MARGA;39195;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ESPECIALIDAD PASTELERIA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
44757;LENTEJA;ARCONADA;40335;ALIMENTACION GENERAL;LEGUMBRES SECAS;LENTEJAS;I.G.P. LENTEJA DE TIERRA DE CAMPOS;
44760;ALUBIA PINTA;LEGUMBRES VICTOR;40335;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
42603;VINO BLANCO;LA VENGANZA;40116;BEBIDAS;VINOS;VINO BLANCO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
42606;VINO TINTO CRIANZA;RIBERA DE CAÑEDO;40116;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TIERRA DEL VINO DE ZAMORA;
10808;VINO TINTO;PICANTAL;2703;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
20077;MEMBRILLO;PRADA A TOPE;2703;CONSERVAS;CONSERVAS DE FRUTAS Y DULCES;DULCES DE MEMBRILLO Y FRUTAS;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
48283;VINO TINTO;PALACIO DE CANEDO;2703;BEBIDAS;VINOS;VINO TINTO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; VCPRD D.O. BIERZO";
1235;CUAJADA DE OVEJA;CELESTINO ARRIBAS;274;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;CUAJADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1236;QUESO DE OVEJA CURADO;CELESTINO ARRIBAS;274;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1239;QUESO DE OVEJA VIEJO;CELESTINO ARRIBAS;274;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1240;REQUESON DE OVEJA;CELESTINO ARRIBAS;274;QUESOS Y OTROS LACTEOS;QUESOS;REQUESON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1242;YOGUR DE OVEJA;CELESTINO ARRIBAS;274;QUESOS Y OTROS LACTEOS;YOGURES/LECHES FERMENTADAS;YOGUR;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
26371;PALETA DE BELLOTA IBERICA;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26387;PALETA DE BELLOTA 100% IBERICA;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26391;JAMON DE BELLOTA 100% IBERICO;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26395;PALETA DE CEBO DE CAMPO 100% IBERICA;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26401;JAMON DE CEBO IBERICO;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26404;PALETA DE CEBO IBERICA;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26410;JAMON DE CEBO DE CAMPO IBERICO;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
11621;SALCHICHON IBERICO;VILLAR;1857;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;PROTOCOLO PRIVADO (IFS);
11622;SALCHICHON IBERICO;NOBLEZA CASTELLANA;1857;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;PROTOCOLO PRIVADO (IFS);
21765;LOMO DE CEBO IBERICO;VILLAR;1857;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
34469;VINO ROSADO;RAIZ DE GUZMAN;2424;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
34470;VINO TINTO AUTOR;RAIZ PROFUNDA;2424;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
34471;VINO TINTO JOVEN;RAIZ VOY OLE;2424;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
17628;VINO BLANCO;CANES;2280;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
17632;VINO TINTO JOVEN;CANES;2280;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
3285;BIZCOCHETAS;LA GIRALDA DE CASTILLA;2069;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;TARTAS Y BIZCOCHOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3286;PASTA DE YEMA (NISAS);LA GIRALDA DE CASTILLA;2069;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3288;PASTAS DE PIÑON;LA GIRALDA DE CASTILLA;2069;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3290;HORNAZO DE MATAPOZUELOS;LA GIRALDA DE CASTILLA;2069;PLATOS PREPARADOS;PANIFICADOS;HORNAZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3292;ROSQUILLAS DE PALO;LA GIRALDA DE CASTILLA;2069;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
40103;EMPANADA DE ATUN;LA GIRALDA DE CASTILLA;2069;PLATOS PREPARADOS;PANIFICADOS;EMPANADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
40105;EMPANADA DE MORCILLA CON MANZANA;LA GIRALDA DE CASTILLA;2069;PLATOS PREPARADOS;PANIFICADOS;EMPANADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
24852;PALETA DE BELLOTA IBERICA;PEDRO NIETO;2617;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
24855;JAMON DE BELLOTA 100% IBERICO;PEDRO NIETO;2617;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
24857;LOMO DE BELLOTA IBERICO;PEDRO NIETO;2617;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24859;LOMO DE CEBO DE CAMPO IBERICO;PEDRO NIETO;2617;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24860;LOMO DE BELLOTA 100% IBERICO;PEDRO NIETO;2617;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25132;JAMON DE BELLOTA 100% IBERICO;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
25138;PALETA DE CEBO DE CAMPO 100% IBERICA;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
25149;PALETA DE CEBO 100% IBERICA;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
19293;VINO TINTO CRIANZA;MIBAL;1789;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
16553;VINO BLANCO VERDEJO;ABADIA DE SAN QUIRCE;522;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. RUEDA;
13429;HUEVOS;GRANJA AVICOLA PINILLA GRANJA PINILLA, S.L.;1603;ALIMENTACION GENERAL;HUEVOS Y SUBPRODUCTOS;HUEVOS;PLIEGO DE CONDICIONES DE PRODUCTO;
19458;JAMON DE CEBO IBERICO;EMBUTIDOS Y JAMONES CHOPO;35755;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
3756;VINO BLANCO;LIBERALIA UNO;410;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. TORO;
27827;QUESO DE OVEJA RESERVA LECHE CRUDA;PABLO ALONSO MARTIN;196;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
27828;QUESO DE OVEJA CURADO LECHE CRUDA;PABLO ALONSO MARTIN;196;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29288;QUESO DE OVEJA RESERVA LECHE CRUDA;PABLO A. VILLALPANDO;196;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29289;QUESO DE OVEJA VIEJO LECHE CRUDA;PABLO A. VILLALPANDO;196;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
19753;HELADO DE TUTIFRUTI;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
19754;HELADO DE LIMON;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
19755;HELADO DE FRESA;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
19757;HELADO DE VAINILLA;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
19759;HELADO DE AVELLANA;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33129;HELADO DE LECHE CON GALLETA 15%;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33135;HELADO DE LECHE CON CANELA 15%;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33143;SORBETE CON MANZANA 30%;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33144;HELADO DE LECHE CON YOGUR 40% Y LIMON 15%;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
5352;CHORIZO;HERMANOS ACEBES EMBUTIDOS ARTESANALES;1234;CHARCUTERIA;EMBUTIDOS;CHORIZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
6175;QUESO DE OVEJA LECHE CRUDA;LAURUS;26412;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
18519;CREMA DE QUESO;LAURUS;26412;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FUNDIDO Y CREMAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
14108;MORCILLA DE ARROZ;MORCILLAS DE CARDEÑA LA PRIMI;2885;CHARCUTERIA;COCIDOS;MORCILLA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
26516;NARANJA DESHIDRATADA;NATURSNACKS;36773;ALIMENTACION GENERAL;APERITIVOS;SNACKS;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
27626;MANGO DESHIDRATADO;NATURSNACKS;36773;ALIMENTACION GENERAL;APERITIVOS;SNACKS;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
30771;MEZCLA DE FRUTAS DESHIDRATADAS MANGO, NARANJA Y PIÑA;NATURSNACKS;36773;ALIMENTACION GENERAL;APERITIVOS;SNACKS;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
48744;VINO TINTO;RIVENDEL;35122;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
15899;QUESO DE OVEJA MADURADO;HERNANDEZ GARCIA;2807;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1117;LENGUAS DE GATO;DIVINA PASTORA;2846;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1118;MAGDALENA GRANDE;DIVINA PASTORA;2846;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;MAGDALENAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1121;MOSTACHON;DIVINA PASTORA;2846;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;BOLLERIA DIVERSA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1122;PASTAS DE VAINILLA;DIVINA PASTORA;2846;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20497;CHORIZO IBERICO CULAR DULCE;P.I. PAULINO IGLESIAS;1827;CHARCUTERIA;EMBUTIDOS;CHORIZO IBERICO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20498;SALCHICHON IBERICO CULAR EXTRA;P.I. PAULINO IGLESIAS;1827;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20501;CHORIZO EXTRA DULCE;P.I. PAULINO IGLESIAS;1827;CHARCUTERIA;EMBUTIDOS;CHORIZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
11554;VIRUTAS DE SAN JOSE;ALMARZA;190;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
11556;PAN DE LECHE;ALMARZA;190;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;BRIOCHE Y BOLLOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
11558;MANTECADAS;ALMARZA;190;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;MANTECADOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
11560;MAGDALENAS;ALMARZA;190;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;MAGDALENAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
12195;YEMAS;ALMARZA;190;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTELES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
24417;LOMO DE CEBO IBERICO;SIERRA GREDOS;728;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24418;LOMO DE BELLOTA IBERICO;SIERRA GREDOS;728;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24421;JAMON DE CEBO 100% IBERICO;SIERRA GREDOS;728;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
24422;JAMON DE BELLOTA 100% IBERICO;SIERRA GREDOS;728;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
24423;PALETA DE CEBO 100% IBERICA;SIERRA GREDOS;728;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
24424;PALETA DE BELLOTA 100% IBERICA;SIERRA GREDOS;728;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
36046;PALETA CURADA;HERRAEZ;728;CHARCUTERIA;CURADOS;PALETA CURADA;PROTOCOLO PRIVADO (IFS);
36048;SALCHICHON EXTRA;HERRAEZ;728;CHARCUTERIA;EMBUTIDOS;SALCHICHON;PROTOCOLO PRIVADO (IFS);
36052;LOMO AHUMADO IBERICO;HERRAEZ;728;CHARCUTERIA;SALAZONES Y AHUMADOS;AHUMADO;PROTOCOLO PRIVADO (IFS);
36061;CHORIZO EXTRA IBERICO;SIERRA GREDOS;728;CHARCUTERIA;EMBUTIDOS;CHORIZO IBERICO;PROTOCOLO PRIVADO (IFS);
16857;QUESO FRESCO;EL PONTARRON;2208;QUESOS Y OTROS LACTEOS;QUESOS;QUESO FRESCO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
948;BOTILLO;PAJARIEL;1419;CHARCUTERIA;CURADOS;BOTILLO;I.G.P. BOTILLO DEL BIERZO;
17529;VINO TINTO;LERMA;1994;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. ARLANZA;
35283;VINO TINTO;GRAN LERMA;1994;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. ARLANZA;
21;VINO TINTO;CILLAR DE SILOS;912;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
22;VINO TINTO;TORRESILO;912;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
17591;VINO ROSADO;CILLAR DE SILOS ROSADO DE SILOS;912;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
496;VINO TINTO RESERVA;EL LAGAR DE ISILLA;493;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
12818;QUESO DE OVEJA;CEA ESLA;301;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3500;PATATA;POMCAR;948;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;PROTOCOLO PRIVADO (GLOBAL GAP);
26835;LENGUA DE VACUNO CURADA COCIDA;CECINAS PABLO;866;CHARCUTERIA;CURADOS;OTRO CURADO;PROTOCOLO PRIVADO (IFS);
28079;PASTRAMI;CECINAS PABLO;866;CHARCUTERIA;SALAZONES Y AHUMADOS;SALAZON;PROTOCOLO PRIVADO (IFS);
8412;COCHINILLO CONFITADO;SELECTOS DE CASTILLA;3060;PLATOS PREPARADOS;BASE CARNE;PLATO PORCINO;PLIEGO DE CONDICIONES DE PRODUCTO;
8414;LECHAZO CONFITADO Y RILLETTES;SELECTOS DE CASTILLA;3060;PLATOS PREPARADOS;BASE CARNE;PLATO OVINO;PLIEGO DE CONDICIONES DE PRODUCTO;
8416;MOUSSE DE TRUCHA;SELECTOS DE CASTILLA;3060;CHARCUTERIA;PATES Y ESPECIALIDADES;PATES DE PESCADO;PLIEGO DE CONDICIONES DE PRODUCTO;
19470;LOMO DE CEBO 100% IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
19472;LOMO DE CEBO DE CAMPO 100% IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
19473;LOMO DE CEBO DE CAMPO IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
19477;PALETA DE CEBO DE CAMPO IBERICA;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
21476;JAMON DE BELLOTA IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
21477;JAMON DE CEBO IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
